,Rank,Code,Company,Sector,Mkt Cap,Code_asx,Annual % increase,Volatility
1850,2010,BXN,Bioxyne Ltd,Consumer Staples,$7.04 M,BXN.AX,-63.33,1.02007788593668
1851,2011,AAP,Australian Agricultural Projects Ltd,Consumer Staples,$7.02 M,AAP.AX,4.55,0.8528009274232123
1852,2012,PRX,Prodigy Gold NL,Materials,$6.99 M,PRX.AX,-70.0,0.8582584876882396
1853,2013,SFM,Santa Fe Minerals Ltd,Materials,$6.99 M,SFM.AX,6.67,0.7711869311177258
1854,2014,BPM,BPM Minerals Ltd,Materials,$6.99 M,BPM.AX,-64.29,0.804610608445058
1855,2015,NRX,Noronex Ltd,Materials,$6.99 M,NRX.AX,-71.72,0.7200050376492686
1856,2016,ODE,Odessa Minerals Ltd,Materials,$6.98 M,ODE.AX,116.67,4.0576052726992495
1857,2017,EQN,Equinox Resources Ltd,Materials,$6.98 M,EQN.AX,-22.5,0.7745244349303307
1858,2018,KOR,Korab Resources Ltd,Materials,$6.97 M,KOR.AX,35.71,2.235849250600724
1859,2019,NME,NEX Metals Exploration Ltd,Materials,$6.94 M,NME.AX,-10.35,1.3794735063113044
1860,2020,MRI,My Rewards International Ltd,Industrials,$6.94 M,MRI.AX,-74.5,1.2309226675417109
1861,2021,VMG,VDM Group Ltd,Industrials,$6.93 M,VMG.AX,-60.0,2.688680480267881
1862,2022,TML,Timah Resources Ltd,Utilities,$6.88 M,TML.AX,13.64,0.45567254240785765
1863,2023,GNM,Great Northern Minerals Ltd,Materials,$6.84 M,GNM.AX,-66.67,1.0676467485580061
1864,2024,SAU,Southern Gold Ltd,Materials,$6.83 M,SAU.AX,-54.29,0.5172888525337718
1865,2025,BLZ,BLAZE Minerals Ltd,Energy,$6.79 M,BLZ.AX,-38.71,0.8634757666945192
1866,2026,ECG,Ecargo Holdings Ltd,Industrials,$6.77 M,ECG.AX,-57.69,0.7973434030490547
1867,2027,RD1,Registry Direct Ltd,Information Technology,$6.69 M,RD1.AX,-20.0,1.196588827364647
1868,2028,AHK,Ark Mines Ltd,Materials,$6.66 M,AHK.AX,488.24,26.497440305190274
1869,2029,EXL,Elixinol Wellness Ltd,Consumer Staples,$6.64 M,EXL.AX,-83.85,0.7085424406317526
1870,2030,SVS,Sunvest Corporation Ltd,Financials,$6.63 M,SVS.AX,9.0,0.19258804501278895
1871,2031,BPP,Babylon Pump & Power Ltd,Industrials,$6.62 M,BPP.AX,-68.75,0.998680055381174
1872,2032,BAS,Bass Oil Ltd,Energy,$6.61 M,BAS.AX,-38.33,2.6517138212172355
1873,2033,RML,Resolution Minerals Ltd,Materials,$6.59 M,RML.AX,-65.22,0.929124551449704
1874,2034,PFE,Pantera Minerals Ltd,Materials,$6.57 M,PFE.AX,-35.0,1.054742026764098
1875,2035,CZL,Consolidated ZINC Ltd,Materials,$6.54 M,CZL.AX,-51.35,1.2148034857069447
1876,2036,MTR,Metal Tiger Plc,Materials,$6.53 M,MTR.AX,-41.07,0.5576670014683272
1877,2037,MGG,Mogul Games Group Ltd,Communication Services,$6.52 M,MGG.AX,-71.43,1.4290717217970808
1878,2038,LV1,Live Verdure Ltd,Consumer Staples,$6.52 M,LV1.AX,-18.42,0.7840556044807526
1879,2039,CMX,CHEMX Materials Ltd,Materials,$6.49 M,CMX.AX,-30.0,1.1063415034810573
1880,2040,1ST,1ST Group Ltd,Health Care,$6.44 M,1ST.AX,-73.6,1.090592586290383
1881,2041,XST,Xstate Resources Ltd,Energy,$6.43 M,XST.AX,-60.0,1.6568353780643676
1882,2042,RIE,Riedel Resources Ltd,Materials,$6.43 M,RIE.AX,-53.85,1.0268649394955915
1883,2043,FG1,FLYNN Gold Ltd,Materials,$6.41 M,FG1.AX,-33.33,1.0686968486367487
1884,2044,LGM,Legacy Minerals Holdings Ltd,Materials,$6.35 M,LGM.AX,-30.0,0.722641761916861
1885,2045,APG,Austpac Resources NL,Materials,$6.33 M,APG.AX,0.0,0.0
1886,2046,LDR,Lode Resources Ltd,Materials,$6.33 M,LDR.AX,-20.0,1.5515177496065302
1887,2047,RLG,Roolife Group Ltd,Communication Services,$6.32 M,RLG.AX,-65.39,0.8059312189355111
1888,2048,NNG,Nexion Group Ltd,Information Technology,$6.31 M,NNG.AX,-58.95,0.779657265088468
1889,2049,VTI,Visioneering Technologies Inc,Health Care,$6.28 M,VTI.AX,-76.36,0.5515800200156256
1890,2050,HAR,Haranga Resources Ltd,Materials,$6.27 M,HAR.AX,-25.0,0.9886876204206541
1891,2051,FIJ,Fiji Kava Ltd,Consumer Staples,$6.27 M,FIJ.AX,-65.26,0.7721109717090149
1892,2052,NTL,New Talisman Gold Mines Ltd,Materials,$6.25 M,NTL.AX,-33.33,2.4871640079664705
1893,2053,SRR,Sarama Resources Ltd,Materials,$6.22 M,SRR.AX,-20.0,0.6851724735339608
1894,2054,SE1,Sensera Ltd,Information Technology,$6.21 M,SE1.AX,-67.39,1.0462574129051443
1895,2055,CPT,Cipherpoint Ltd,Information Technology,$6.2 M,CPT.AX,-45.31,0.8253747864824099
1896,2056,VKA,Viking Mines Ltd,Materials,$6.15 M,VKA.AX,-64.71,0.9862748728116201
1897,2057,VAR,Variscan Mines Ltd,Materials,$6.13 M,VAR.AX,-68.49,0.8625867623141225
1898,2058,G88,Golden Mile Resources Ltd,Materials,$6.11 M,G88.AX,-44.44,0.75597436965685
1899,2059,CLT,Cellnet Group Ltd,Information Technology,$6.09 M,CLT.AX,-54.55,0.7523439176951398
1900,2060,CML,Chase Mining Corporation Ltd,Materials,$6.09 M,CML.AX,-18.75,0.8844414964004895
1901,2061,SHG,Singular Health Group Ltd,Health Care,$6.07 M,SHG.AX,-70.94,0.8130977015077157
1902,2062,ODM,Odin Metals Ltd,Materials,$6.06 M,ODM.AX,-60.61,0.9629205816763748
1903,2063,AIV,Activex Ltd,Materials,$6.05 M,AIV.AX,-83.53,0.795862729888266
1904,2064,EMU,EMU NL,Materials,$6.05 M,EMU.AX,-50.0,1.0754749212203072
1905,2065,OLL,Openlearning Ltd,Information Technology,$6 M,OLL.AX,-76.07,0.7682810945704508
1906,2066,KNB,Koonenberry Gold Ltd,Materials,$5.98 M,KNB.AX,-60.0,0.7534618711228361
1907,2067,9SP,9 Spokes International Ltd,Information Technology,$5.97 M,9SP.AX,-73.33,0.9547212046478349
1908,2068,TMB,Tambourah Metals Ltd,Materials,$5.97 M,TMB.AX,-27.5,0.7252663406181192
1909,2069,GMN,Gold Mountain Ltd,Materials,$5.97 M,GMN.AX,-83.42,1.057560537217935
1910,2070,CVR,Cavalier Resources Ltd,Materials,$5.93 M,CVR.AX,-2.5,0.19747085339737003
1911,2071,1AG,Alterra Ltd,Consumer Staples,$5.91 M,1AG.AX,-61.42,0.8583010670329919
1912,2072,BMM,Balkan Mining and Minerals Ltd,Materials,$5.9 M,BMM.AX,-10.0,1.0941344037356937
1913,2073,ENV,Enova Mining Ltd,Materials,$5.88 M,ENV.AX,-23.81,0.7778815493916363
1914,2074,FDR,Finder Energy Holdings Ltd,Energy,$5.85 M,FDR.AX,-61.0,1.1581579796632915
1915,2075,MHI,Merchant House International Ltd,Consumer Discretionary,$5.84 M,MHI.AX,-8.82,0.9322409335586466
1916,2076,CRM,Carbon Minerals Ltd,Energy,$5.83 M,CRM.AX,24.0,0.5359593572589552
1917,2077,NSM,North Stawell Minerals Ltd,Materials,$5.82 M,NSM.AX,-46.3,0.7130725340032946
1918,2078,AQC,Australian Pacific Coal Ltd,Materials,$5.81 M,AQC.AX,-32.35,1.2232476117318476
1919,2079,MPR,Mpower Group Ltd,Financials,$5.79 M,MPR.AX,-63.89,0.7255828086347931
1920,2080,WGR,Western Gold Resources Ltd,Materials,$5.76 M,WGR.AX,-60.0,100.21309101923626
1921,2081,SYT,Syntonic Ltd,Information Technology,$5.74 M,SYT.AX,0.0,0.0
1922,2082,RR1,Reach Resources Ltd,Materials,$5.73 M,RR1.AX,-62.5,1.3252357263811487
1923,2083,RBX,Resource Base Ltd,Materials,$5.7 M,RBX.AX,-30.0,0.9312844073236365
1924,2084,MR1,Montem Resources Ltd,Materials,$5.67 M,MR1.AX,-26.67,1.338901801090236
1925,2085,ILA,Island Pharmaceuticals Ltd,Health Care,$5.62 M,ILA.AX,-55.93,0.827561832136771
1926,2086,GLV,Global Oil & Gas Ltd,Energy,$5.62 M,GLV.AX,-85.0,1.3364415322773875
1927,2087,PBL,Parabellum Resources Ltd,Materials,$5.61 M,PBL.AX,-15.0,0.7019650829961827
1928,2088,CBY,Canterbury Resources Ltd,Materials,$5.54 M,CBY.AX,-51.09,0.5989614435174143
1929,2089,AL8,Alderan Resources Ltd,Materials,$5.53 M,AL8.AX,-71.74,0.8386100657572207
1930,2090,TG1,Techgen Metals Ltd,Materials,$5.53 M,TG1.AX,-34.21,0.9542818646440553
1931,2091,CRS,Caprice Resources Ltd,Materials,$5.51 M,CRS.AX,-60.59,0.8227276738871243
1932,2092,PR1,Pure Resources Ltd,Materials,$5.51 M,PR1.AX,10.0,0.5463504685276643
1933,2093,ENX,Enegex Ltd,Materials,$5.49 M,ENX.AX,-81.14,0.7665274498529263
1934,2094,PYR,Payright Ltd,Financials,$5.47 M,PYR.AX,-85.42,1.0555210065894354
1935,2095,OOK,Ookami Ltd,Materials,$5.46 M,OOK.AX,-46.0,1.1031392746873687
1936,2096,M2R,Miramar Resources Ltd,Materials,$5.46 M,M2R.AX,-52.78,0.843860635267076
1937,2097,ERG,Eneco Refresh Ltd,Consumer Staples,$5.45 M,ERG.AX,-48.72,0.8030033482601318
1938,2098,KLI,Killi Resources Ltd,Materials,$5.45 M,KLI.AX,-17.5,1.0472720276346834
1939,2099,BIR,BIR Financial Ltd,Financials,$5.44 M,BIR.AX,15.39,1.2878677006236576
1940,2100,BHD,Benjamin Hornigold Ltd,Financials,$5.43 M,BHD.AX,-25.0,0.39000200294882154
1941,2101,FE8,Faster Enterprises Ltd,Real Estate,$5.43 M,FE8.AX,0.0,0.0
1942,2102,DEX,Duke Exploration Ltd,Materials,$5.41 M,DEX.AX,-83.33,0.8251145553770881
1943,2103,DTI,DTI Group Ltd,Information Technology,$5.38 M,DTI.AX,-38.46,0.9407238725960436
1944,2104,GPS,GPS Alliance Holdings Ltd,Real Estate,$5.35 M,GPS.AX,-2.38,0.023485530035985847
1945,2105,OSM,Osmond Resources Ltd,Materials,$5.34 M,OSM.AX,-5.0,0.7959657968690753
1946,2106,CUL,Cullen Resources Ltd,Materials,$5.29 M,CUL.AX,-50.0,0.9122358588745312
1947,2107,SUH,Southern Hemisphere Mining Ltd,Materials,$5.28 M,SUH.AX,-61.28,0.8047942694598874
1948,2108,DMG,Dragon Mountain Gold Ltd,Materials,$5.27 M,DMG.AX,0.0,
1949,2109,BEL,Bentley Capital Ltd,Financials,$5.25 M,BEL.AX,-28.13,0.5751280102203022
1950,2110,SRH,Saferoads Holdings Ltd,Industrials,$5.24 M,SRH.AX,-36.36,0.5632984843977502
1951,2111,PNT,Panther Metals Ltd,Materials,$5.22 M,PNT.AX,-10.0,0.9257216609385995
1952,2112,MKL,Mighty Kingdom Ltd,Communication Services,$5.2 M,MKL.AX,-75.15,0.9206488061308676
1953,2113,RDS,Redstone Resources Ltd,Materials,$5.16 M,RDS.AX,-46.15,1.0664412508515402
1954,2114,ENT,Enterprise Metals Ltd,Materials,$5.16 M,ENT.AX,-46.27,1.0583276216474145
1955,2115,OSP,Osprey Medical Inc,Health Care,$5.13 M,OSP.AX,-85.71,0.705234941807198
1956,2116,UUL,Ultima United Ltd,Real Estate,$5.13 M,UUL.AX,-86.0,1.1730049189094072
1957,2117,REM,Remsense Technologies Ltd,Industrials,$5.1 M,REM.AX,-22.5,1.1515971110417855
1958,2118,AQX,Alice QUEEN Ltd,Materials,$5.1 M,AQX.AX,-75.0,1.2315298336712996
1959,2119,CIO,Connected Io Ltd,Information Technology,$5.09 M,CIO.AX,-68.0,0.7057773268099368
1960,2120,IVT,Inventis Ltd,Industrials,$5.08 M,IVT.AX,-49.38,1.2120600691636254
1961,2121,VTX,Vertex Minerals Ltd,Materials,$5.07 M,VTX.AX,-42.5,0.5938106539569609
1962,2122,SCT,Scout Security Ltd,Consumer Discretionary,$5.06 M,SCT.AX,-38.89,1.171983328941948
1963,2123,NWM,Norwest Minerals Ltd,Materials,$5.06 M,NWM.AX,-63.28,0.6869752394619045
1964,2124,EVE,EVE Health Group Ltd,Consumer Staples,$5.05 M,EVE.AX,-76.0,2.4298592050031065
1965,2125,CSF,Catalano Seafood Ltd,Consumer Staples,$5.01 M,CSF.AX,-17.5,0.6997465725935275
1966,2126,CBE,Cobre Ltd,Materials,$4.96 M,CBE.AX,-82.35,1.2146997912807085
1967,2127,MTM,MT Monger Resources Ltd,Materials,$4.9 M,MTM.AX,-32.5,1.0610971459211573
1968,2128,TG6,TG Metals Ltd,Materials,$4.89 M,TG6.AX,-30.56,1.5926882425574118
1969,2129,AGC,Australian Gold and Copper Ltd,Materials,$4.88 M,AGC.AX,-48.57,0.6159298750438775
1970,2130,SER,Strategic Energy Resources Ltd,Materials,$4.85 M,SER.AX,-66.67,0.9120394493595863
1971,2131,PRM,Prominence Energy Ltd,Energy,$4.85 M,PRM.AX,-84.62,2.0040549093936573
1972,2132,IEC,Intra Energy Corporation Ltd,Energy,$4.85 M,IEC.AX,14.29,1.5004884382585855
1973,2133,UUV,UUV Aquabotix Ltd,Industrials,$4.84 M,UUV.AX,0.0,0.0
1974,2134,OVN,Oventus Medical Ltd,Health Care,$4.83 M,OVN.AX,-78.26,0.9072986014444488
1975,2135,ICR,Intelicare Holdings Ltd,Health Care,$4.82 M,ICR.AX,-78.34,0.6859183002638619
1976,2136,MEB,Medibio Ltd,Health Care,$4.79 M,MEB.AX,-71.43,1.460911207147965
1977,2137,HXL,Hexima Ltd,Health Care,$4.79 M,HXL.AX,-81.25,1.220184230482448
1978,2138,W2V,Way 2 Vat Ltd,Information Technology,$4.78 M,W2V.AX,-85.0,1.3168332436573462
1979,2139,T3K,Tek-Ocean Group Ltd,Energy,$4.75 M,T3K.AX,-71.0,0.7398511748038269
1980,2140,RXH,Rewardle Holdings Ltd,Communication Services,$4.74 M,RXH.AX,-30.77,1.204311720784593
1981,2141,BME,Black Mountain Energy Ltd,Energy,$4.73 M,BME.AX,-57.0,0.706243009870139
1982,2142,CRB,Carbine Resources Ltd,Materials,$4.73 M,CRB.AX,-66.67,0.8670485288392031
1983,2143,UVA,Uvre Ltd,Materials,$4.72 M,UVA.AX,-25.0,1.8100119104100503
1984,2144,CGB,Cann Global Ltd,Health Care,$4.66 M,CGB.AX,-88.0,2.021411149264426
1985,2145,GSM,Golden State Mining Ltd,Materials,$4.66 M,GSM.AX,-74.19,0.7392122929902689
1986,2146,CWL,Consolidated Financial Holdings Ltd,Information Technology,$4.66 M,CWL.AX,0.0,0.0
1987,2147,AN1,Anagenics Ltd,Consumer Staples,$4.64 M,AN1.AX,-65.0,0.6389579661664092
1988,2148,HIQ,HITIQ Ltd,Health Care,$4.64 M,HIQ.AX,-78.42,0.8414792604732803
1989,2149,EMS,Eastern Metals Ltd,Materials,$4.63 M,EMS.AX,-35.0,0.9486027103741876
1990,2150,ALT,Analytica Ltd,Health Care,$4.61 M,ALT.AX,-60.0,3.308562349341833
1991,2151,LML,Lincoln Minerals Ltd,Materials,$4.6 M,LML.AX,0.0,0.0
1992,2152,WNB,Wellness and Beauty Solutions Ltd,Consumer Discretionary,$4.58 M,WNB.AX,0.0,0.0
1993,2153,GFN,Gefen International A.I. Ltd,Information Technology,$4.58 M,GFN.AX,-92.5,1.1302291760678598
1994,2154,WMG,Western Mines Group Ltd,Materials,$4.58 M,WMG.AX,-37.5,0.8586957231564122
1995,2155,FFC,Farmaforce Ltd,Health Care,$4.57 M,FFC.AX,-51.39,0.3758165017578558
1996,2156,OLY,Olympio Metals Ltd,Industrials,$4.57 M,OLY.AX,287.1,156.84584304895367
1997,2157,PHL,Propell Holdings Ltd,Financials,$4.56 M,PHL.AX,-58.66,0.7163871907908405
1998,2158,POW,Protean Energy Ltd,Industrials,$4.55 M,POW.AX,-30.0,1.143011344163955
1999,2159,T3D,333D Ltd,Industrials,$4.55 M,T3D.AX,-25.0,2.209423067956093
2000,2160,PBX,Pacific Bauxite NL,Materials,$4.53 M,PBX.AX,3566.67,48.33981604345835
2001,2161,IEQ,International Equities Corporation Ltd,Real Estate,$4.49 M,IEQ.AX,0.0,
2002,2162,AFW,Applyflow Ltd,Communication Services,$4.44 M,AFW.AX,-69.85,1.9489907635442725
2003,2163,NOR,Norwood Systems Ltd,Information Technology,$4.42 M,NOR.AX,-13.33,1.0136850826939354
2004,2164,OXX,Octanex Ltd,Energy,$4.4 M,OXX.AX,-43.33,1.354730250817203
2005,2165,DBO,Diablo Resources Ltd,Materials,$4.35 M,DBO.AX,-70.0,0.9467632660894566
2006,2166,CMO,Cosmo Metals Ltd,Materials,$4.34 M,CMO.AX,-19.05,1.0383675035993225
2007,2167,EAX,Energy Action Ltd,Industrials,$4.32 M,EAX.AX,-39.62,0.6498727965833401
2008,2168,MTB,Mount Burgess Mining NL,Materials,$4.3 M,MTB.AX,-28.57,0.9606886317582316
2009,2169,RC1,Redcastle Resources Ltd,Materials,$4.29 M,RC1.AX,87.5,1.9379123407086989
2010,2170,AOA,Ausmon Resources Ltd,Materials,$4.29 M,AOA.AX,0.0,1.398083363833185
2011,2171,AQS,AQUIS Entertainment Ltd,Consumer Discretionary,$4.29 M,AQS.AX,-48.94,0.8986327190195761
2012,2172,CXU,Cauldron Energy Ltd,Energy,$4.28 M,CXU.AX,-79.49,1.1147300001699976
2013,2173,AWJ,Auric Mining Ltd,Materials,$4.26 M,AWJ.AX,-41.54,0.7495282607800327
2014,2174,SP3,Spectur Ltd,Information Technology,$4.25 M,SP3.AX,-42.86,0.6879109710401952
2015,2175,HMI,Hiremii Ltd,Industrials,$4.23 M,HMI.AX,-59.6,1.0057849937066163
2016,2176,RCR,Rincon Resources Ltd,Materials,$4.23 M,RCR.AX,-62.96,1.102203391850298
2017,2177,WA1,WA1 Resources Ltd,Materials,$4.21 M,WA1.AX,-27.5,0.9208363138115221
2018,2178,ATU,Atrum Coal Ltd,Materials,$4.15 M,ATU.AX,-76.23,1.2544808022641067
2019,2179,TKL,Traka Resources Ltd,Materials,$4.13 M,TKL.AX,-60.0,1.034771939358416
2020,2180,NZS,New Zealand Coastal Seafoods Ltd,Consumer Staples,$4.11 M,NZS.AX,-66.67,1.1229908204718844
2021,2181,KGD,Kula Gold Ltd,Materials,$4.09 M,KGD.AX,-52.5,0.9744191987357872
2022,2182,CL8,Carly Holdings Ltd,Consumer Discretionary,$4.07 M,CL8.AX,-43.55,0.7866464515279618
2023,2183,ANR,Anatara Lifesciences Ltd,Health Care,$4.07 M,ANR.AX,-62.0,0.5785085713572302
2024,2184,GO2,The GO2 People Ltd,Industrials,$4.07 M,GO2.AX,-75.0,0.7951347474864128
2025,2185,1VG,Victory Goldfields Ltd,Materials,$4.04 M,1VG.AX,-47.5,0.9352424381321682
2026,2186,PKO,Peako Ltd,Materials,$4.01 M,PKO.AX,-67.5,0.9611136405240845
2027,2187,EZZ,EZZ Life Science Holdings Ltd,Health Care,$3.96 M,EZZ.AX,-34.04,0.7437649993262438
2028,2188,YPB,YPB Group Ltd,Industrials,$3.94 M,YPB.AX,-68.0,3.295730393658016
2029,2189,KEY,KEY Petroleum Ltd,Energy,$3.94 M,KEY.AX,-33.33,1.8118101203357941
2030,2190,DVL,Dorsavi Ltd,Health Care,$3.89 M,DVL.AX,-60.71,0.7260641255630977
2031,2191,RBR,RBR Group Ltd,Materials,$3.86 M,RBR.AX,-40.0,1.3202964210106425
2032,2192,AUK,Aumake Ltd,Consumer Discretionary,$3.86 M,AUK.AX,-80.0,1.1145368187505924
2033,2193,KNG,Kingsland Minerals Ltd,Materials,$3.86 M,KNG.AX,-25.0,1.0775262661199614
2034,2194,SLM,Solis Minerals Ltd,Materials,$3.85 M,SLM.AX,-53.5,1.5800417951001358
2035,2195,TTA,TTA Holdings Ltd,Consumer Discretionary,$3.85 M,TTA.AX,-30.0,0.9407214664240648
2036,2196,MOH,Moho Resources Ltd,Materials,$3.83 M,MOH.AX,-64.71,0.7758474610047454
2037,2197,AVM,Advance Metals Ltd,Materials,$3.82 M,AVM.AX,-54.89,0.9710858713044481
2038,2198,WOO,Wooboard Technologies Ltd,Information Technology,$3.82 M,WOO.AX,-66.67,4.848570252400224
2039,2199,FRS,Forrestania Resources Ltd,Materials,$3.81 M,FRS.AX,-35.0,1.1528662827308338
2040,2200,M2M,MT Malcolm Mines NL,Materials,$3.8 M,M2M.AX,-69.0,0.8507552180651059
2041,2201,RON,Ronin Resources Ltd,Materials,$3.77 M,RON.AX,-35.0,0.7272138638276694
2042,2202,RGI,Roto-Gro International Ltd,Industrials,$3.77 M,RGI.AX,-73.17,0.5907366515800934
2043,2203,OMX,Orange Minerals NL,Materials,$3.68 M,OMX.AX,-58.54,0.906238834832184
2044,2204,NFL,Norfolk Metals Ltd,Materials,$3.68 M,NFL.AX,-35.0,0.7376005591796879
2045,2205,KCC,Kincora Copper Ltd,Materials,$3.66 M,KCC.AX,-79.17,0.9664282037834104
2046,2206,DUN,Dundas Minerals Ltd,Materials,$3.65 M,DUN.AX,-52.5,0.7829558830292828
2047,2207,AMD,Arrow Minerals Ltd,Materials,$3.65 M,AMD.AX,-66.67,1.26989867511924
2048,2208,HHY,HHY Fund,Financials,$3.65 M,HHY.AX,0.0,0.0
2049,2209,M3M,M3 Mining Ltd,Materials,$3.61 M,M3M.AX,-42.5,1.117482505218021
2050,2210,OM1,Omnia Metals Group Ltd,Materials,$3.6 M,OM1.AX,-30.0,0.6765776020215785
2051,2211,APS,Allup Silica Ltd,Materials,$3.59 M,APS.AX,-51.5,1.3474835877474949
2052,2212,POL,Polymetals Resources Ltd,Materials,$3.57 M,POL.AX,-55.5,0.80819591863565
2053,2213,NSE,New Standard Energy Ltd,Energy,$3.55 M,NSE.AX,0.0,0.0
2054,2214,PIM,Pinnacle Minerals Ltd,Materials,$3.53 M,PIM.AX,-27.5,1.0909385381896033
2055,2215,JPR,Jupiter Energy Ltd,Energy,$3.53 M,JPR.AX,-25.81,1.2159316911419038
2056,2216,OZZ,OZZ Resources Ltd,Materials,$3.51 M,OZZ.AX,-47.5,0.8317181508447278
2057,2217,CYQ,CYCLIQ Group Ltd,Consumer Discretionary,$3.48 M,CYQ.AX,-66.67,0.7640335780418787
2058,2218,SIS,Simble Solutions Ltd,Information Technology,$3.42 M,SIS.AX,-72.41,0.9430393456950442
2059,2219,NES,Nelson Resources Ltd,Materials,$3.38 M,NES.AX,-79.02,0.9173680779276686
2060,2220,WC1,West Cobar Metals Ltd,Materials,$3.38 M,WC1.AX,-45.0,0.6076404989404897
2061,2221,M24,Mamba Exploration Ltd,Materials,$3.37 M,M24.AX,-61.91,0.9534753972729659
2062,2222,IPB,IPB Petroleum Ltd,Energy,$3.37 M,IPB.AX,-58.33,1.0888216029258506
2063,2223,M8S,M8 Sustainable Ltd,Industrials,$3.36 M,M8S.AX,-61.25,0.9987223048830007
2064,2224,MBX,My Foodie BOX Ltd,Consumer Staples,$3.35 M,MBX.AX,-50.0,1.1310926710582803
2065,2225,NVU,Nanoveu Ltd,Information Technology,$3.34 M,NVU.AX,-68.09,0.9161364878970334
2066,2226,DLT,Delta Drone International Ltd,Information Technology,$3.3 M,DLT.AX,-50.0,0.995799903310775
2067,2227,OEQ,Orion Equities Ltd,Financials,$3.29 M,OEQ.AX,-30.0,0.7351212958945639
2068,2228,SAN,Sagalio Energy Ltd,Energy,$3.27 M,SAN.AX,-27.27,1.5155038101837361
2069,2229,MMC,Mitre Mining Corporation Ltd,Materials,$3.25 M,MMC.AX,-40.0,0.6226671903752602
2070,2230,RB6,RUBIX Resources Ltd,Materials,$3.25 M,RB6.AX,-40.0,0.7979227259057693
2071,2231,ICE,Icetana Ltd,Information Technology,$3.25 M,ICE.AX,-77.38,0.9124341431211631
2072,2232,MMR,Mec Resources Ltd,Energy,$3.24 M,MMR.AX,0.0,0.0
2073,2233,OKJ,Oakajee Corporation Ltd,Materials,$3.2 M,OKJ.AX,-53.33,0.775432830219583
2074,2234,C1X,Cosmos Exploration Ltd,Materials,$3.13 M,C1X.AX,-37.5,0.7129613196310589
2075,2235,AUE,Aurum Resources Ltd,Materials,$3.13 M,AUE.AX,-37.5,0.6831570148155861
2076,2236,AMM,Armada Metals Ltd,Materials,$3.1 M,AMM.AX,-69.0,0.8488829777953755
2077,2237,NYM,Narryer Metals Ltd,Materials,$3.07 M,NYM.AX,-45.0,0.9516165543400457
2078,2238,BUR,Burley Minerals Ltd,Materials,$3.05 M,BUR.AX,-55.5,0.7921721476377683
2079,2239,PLG,Pearl Gull Iron Ltd,Materials,$2.96 M,PLG.AX,-73.0,1.3797500344525484
2080,2240,LKY,Locksley Resources Ltd,Materials,$2.87 M,LKY.AX,-50.5,0.8024750788098184
2081,2241,C29,C29 Metals Ltd,Materials,$2.86 M,C29.AX,-47.5,0.7112703696314765
2082,2242,VOL,Victory Offices Ltd,Real Estate,$2.84 M,VOL.AX,-89.09,0.8901126698857162
2083,2243,LVE,Love Group Global Ltd,Communication Services,$2.84 M,LVE.AX,-27.84,0.9078356222409889
2084,2244,WSR,Westar Resources Ltd,Materials,$2.79 M,WSR.AX,-70.0,0.8626664337412726
2085,2245,IVO,Invigor Group Ltd,Communication Services,$2.76 M,IVO.AX,-74.65,1.2213911019640142
2086,2246,AGJ,Agricultural Land Trust,Real Estate,$2.74 M,AGJ.AX,0.0,0.0
2087,2247,MSI,Multistack International Ltd,Industrials,$2.73 M,MSI.AX,-71.43,1.0253500532039095
2088,2248,AJY,Asaplus Resources Ltd,Materials,$2.72 M,AJY.AX,-66.67,0.46613073837192515
2089,2249,FOS,FOS Capital Ltd,Industrials,$2.66 M,FOS.AX,5.26,0.5139401875045608
2090,2250,DC2,DC Two Ltd,Information Technology,$2.64 M,DC2.AX,-81.82,0.7888688467755771
2091,2251,CDR,Codrus Minerals Ltd,Materials,$2.64 M,CDR.AX,-67.81,0.8341628736561891
2092,2252,ALB,Albion Resources Ltd,Materials,$2.64 M,ALB.AX,-56.92,0.7737500536202044
2093,2253,SMS,Star Minerals Ltd,Materials,$2.63 M,SMS.AX,-50.0,0.9154977902133465
2094,2254,DMM,DMC Mining Ltd,Materials,$2.58 M,DMM.AX,-55.0,1.3508925059303254
2095,2255,DAL,Dalaroo Metals Ltd,Materials,$2.54 M,DAL.AX,-57.5,0.8613947676144192
2096,2256,SIT,Site Group International Ltd,Consumer Discretionary,$2.52 M,SIT.AX,-76.0,0.879090736587274
2097,2257,ROC,Rocketboots Ltd,Information Technology,$2.44 M,ROC.AX,-61.5,1.78125662004972
2098,2258,AO1,Assetowl Ltd,Information Technology,$2.36 M,AO1.AX,-72.13,1.6211945914225372
2099,2259,OPL,Opyl Ltd,Information Technology,$2.34 M,OPL.AX,-78.5,0.8782369165376583
2100,2260,ROO,Roots Sustainable Agricultural Technologies Ltd,Industrials,$2.25 M,ROO.AX,-70.0,1.2588648593682803
2101,2261,EQS,Equity Story Group Ltd,Financials,$2.21 M,EQS.AX,-62.5,0.9239439030913223
2102,2262,CFO,Cfoam Ltd,Industrials,$2.2 M,CFO.AX,-80.0,2.0760802695808285
2103,2263,PRS,Prospech Ltd,Materials,$2.15 M,PRS.AX,-77.24,0.7641920109000089
2104,2264,PKD,Parkd Ltd,Industrials,$2.1 M,PKD.AX,-48.78,1.0229618605898334
2105,2265,RPG,Raptis Group Ltd,Real Estate,$2.1 M,RPG.AX,10.0,0.07251748901137706
