Rank,Code,Company,Price,1 Day,1 Week,1 Month,1 Year,Sector,Mkt Cap
1451,MGL,Magontec Ltd,$0.35,1.45%,-2.78%,-17.65%,37.26%,Materials,$26.86 M
1452,PNN,Power Minerals Ltd,$0.44,-2.25%,8.75%,-12.12%,74.00%,Materials,$26.76 M
1453,RHT,Resonance Health Ltd,$0.06,-6.45%,7.41%,-34.09%,-63.75%,Health Care,$26.73 M
1454,NGE,NGE Capital Ltd,$0.74,3.50%,2.78%,-7.50%,12.12%,Financials,$26.64 M
1455,PF1,Pathfinder Resources Ltd,$0.50,0.00%,0.00%,0.00%,47.06%,Materials,$26.56 M
1456,IDT,IDT Australia Ltd,$0.11,0.00%,0.00%,-24.14%,-66.67%,Health Care,$26.51 M
1457,ROG,Red Sky Energy Ltd,$0.01,-16.67%,-16.67%,-16.67%,-28.57%,Energy,$26.51 M
1458,ADS,Adslot Ltd,$0.01,9.09%,0.00%,-20.00%,-55.56%,Information Technology,$26.45 M
1459,KYK,KYCKR Ltd,$0.05,0.00%,-10.91%,-14.04%,16.67%,Information Technology,$26.34 M
1460,PV1,Provaris Energy Ltd,$0.05,-4.00%,20.00%,-28.36%,-31.43%,Energy,$26.29 M
1461,TLM,Talisman Mining Ltd,$0.14,7.69%,0.00%,-26.32%,-31.71%,Materials,$26.28 M
1462,CCA,Change Financial Ltd,$0.07,8.20%,24.53%,-13.16%,-34.00%,Information Technology,$26.26 M
1463,KZR,Kalamazoo Resources Ltd,$0.18,0.00%,-21.74%,-47.06%,-51.02%,Materials,$26.13 M
1464,IG6,International Graphite Ltd,$0.32,3.23%,6.67%,12.28%,60.00%,Industrials,$26.08 M
1465,AMO,Ambertech Ltd,$0.28,1.82%,-3.45%,-12.50%,24.44%,Information Technology,$26.04 M
1466,NCL,Netccentric Ltd,$0.09,0.00%,1.10%,21.05%,-42.50%,Communication Services,$26.04 M
1467,EVR,EV Resources Ltd,$0.03,7.69%,7.69%,-28.21%,33.33%,Materials,$25.93 M
1468,E2M,E2 Metals Ltd,$0.13,-3.70%,-10.35%,-24.64%,-58.07%,Materials,$25.89 M
1469,GW1,Greenwing Resources Ltd,$0.21,-2.33%,-8.70%,-31.15%,-16.00%,Materials,$25.88 M
1470,ECT,Environmental Clean Technologies Ltd,$0.02,-6.25%,-6.25%,-25.00%,15.39%,Industrials,$25.74 M
1471,DDB,Dynamic Group Holdings Ltd,$0.28,12.00%,9.80%,-12.50%,-35.63%,Industrials,$25.68 M
1472,TZL,TZ Ltd,$0.12,4.55%,30.68%,4.55%,17.35%,Information Technology,$25.61 M
1473,MMA,Maronan Metals Ltd,$0.34,1.49%,0.00%,-9.33%,70.00%,Materials,$25.5 M
1474,8CO,8COMMON Ltd,$0.12,4.55%,15.00%,27.78%,-11.54%,Information Technology,$25.48 M
1475,TCG,Turaco Gold Ltd,$0.06,3.51%,-18.06%,-32.18%,-41.00%,Materials,$25.24 M
1476,LNY,Laneway Resources Ltd,$0.00,0.00%,0.00%,0.00%,4.35%,Materials,$25.21 M
1477,NGY,Nuenergy Gas Ltd,$0.02,0.00%,-15.00%,-29.17%,-57.50%,Energy,$25.18 M
1478,EME,Energy Metals Ltd,$0.12,-4.00%,-14.29%,-41.46%,-31.43%,Energy,$25.16 M
1479,CNW,Cirrus Networks Holdings Ltd,$0.03,0.00%,-6.90%,-10.00%,-6.90%,Information Technology,$25.11 M
1480,NSB,Neuroscientific Biopharmaceuticals Ltd,$0.18,-10.26%,0.00%,-16.67%,-48.53%,Health Care,$25.11 M
1481,IOU,Ioupay Ltd,$0.05,-6.25%,-6.25%,-45.12%,-80.85%,Communication Services,$24.93 M
1482,QXR,QX Resources Ltd,$0.03,7.41%,20.83%,-48.21%,81.25%,Materials,$24.92 M
1483,BGT,Bio-Gene Technology Ltd,$0.14,0.00%,-3.45%,-6.67%,-24.32%,Materials,$24.78 M
1484,AXI,Axiom Properties Ltd,$0.06,-5.00%,-10.94%,-18.57%,-12.31%,Real Estate,$24.66 M
1485,AON,Apollo Minerals Ltd,$0.05,-1.92%,-17.74%,-28.17%,-43.96%,Materials,$24.54 M
1486,SNG,Siren Gold Ltd,$0.29,11.54%,-4.92%,-25.64%,3.57%,Materials,$24.49 M
1487,1AE,Aurora Energy Metals Ltd,$0.21,-1.18%,-16.00%,-26.32%,5.00%,Materials,$24.46 M
1488,CLE,Cyclone Metals Ltd,$0.00,0.00%,0.00%,-20.00%,-55.56%,Materials,$24.42 M
1489,PAA,Pharmaust Ltd,$0.08,-2.53%,-3.75%,-14.44%,-16.30%,Health Care,$24.4 M
1490,JAL,Jameson Resources Ltd,$0.07,0.00%,-6.67%,-6.67%,-17.65%,Materials,$24.37 M
1491,VBC,Verbrec Ltd,$0.11,4.76%,10.00%,-8.33%,-21.43%,Industrials,$24.36 M
1492,LBT,LBT Innovations Ltd,$0.08,-1.30%,18.75%,-10.59%,-6.17%,Health Care,$24.31 M
1493,DCL,Domacom Ltd,$0.07,0.00%,0.00%,0.00%,0.00%,Financials,$24.23 M
1494,PVW,PVW Resources Ltd,$0.26,-3.70%,10.64%,-13.33%,79.31%,Materials,$24.19 M
1495,VMC,Venus Metals Corporation Ltd,$0.16,-11.11%,0.00%,-15.79%,-13.51%,Materials,$24.17 M
1496,AQN,Aquirian Ltd,$0.30,0.00%,0.00%,1.70%,50.00%,Industrials,$24 M
1497,CDT,Castle Minerals Ltd,$0.02,0.00%,-4.00%,-33.33%,71.43%,Materials,$23.99 M
1498,EQX,Equatorial Resources Ltd,$0.19,0.00%,5.56%,-2.56%,-35.59%,Materials,$23.93 M
1499,AVE,Avecho Biotechnology Ltd,$0.01,-7.14%,8.33%,-23.53%,-23.53%,Health Care,$23.89 M
1500,FFG,Fatfish Group Ltd,$0.02,27.78%,15.00%,-20.69%,-65.67%,Financials,$23.83 M
1501,RRR,Revolver Resources Holdings Ltd,$0.28,-12.50%,12.00%,-6.67%,40.00%,Materials,$23.76 M
1502,OPY,Openpay Group Ltd,$0.15,0.00%,-9.09%,-36.17%,-89.93%,Financials,$23.74 M
1503,IDA,Indiana Resources Ltd,$0.05,0.00%,3.85%,-5.26%,-26.03%,Materials,$23.74 M
1504,QEM,QEM Ltd,$0.20,-2.50%,0.00%,-20.41%,21.88%,Materials,$23.72 M
1505,AAU,Antilles Gold Ltd,$0.07,4.69%,0.00%,1.52%,-9.46%,Materials,$23.68 M
1506,NAG,Nagambie Resources Ltd,$0.05,4.55%,-6.12%,-4.17%,-42.50%,Materials,$23.6 M
1507,BNZ,BENZ Mining Corp,$0.45,-4.26%,-6.25%,-25.00%,-45.12%,Materials,$23.59 M
1508,SUV,Suvo Strategic Minerals Ltd,$0.04,-4.76%,-11.11%,-42.86%,-71.43%,Materials,$23.47 M
1509,NYR,Nyrada Inc,$0.15,-1.64%,7.14%,-11.77%,-48.28%,Health Care,$23.4 M
1510,CGA,Contango Asset Management Ltd,$0.49,21.25%,-19.17%,-25.95%,-51.26%,Financials,$23.33 M
1511,ANL,Amani Gold Ltd,$0.00,0.00%,-33.33%,-33.33%,0.00%,Materials,$23.29 M
1512,AXP,AXP Energy Ltd,$0.00,0.00%,-20.00%,-33.33%,0.00%,Energy,$23.25 M
1513,SCN,Scorpion Minerals Ltd,$0.07,-5.41%,-2.78%,-27.84%,16.67%,Materials,$23.23 M
1514,GOAT,Vaneck Morningstar International Wide Moat ETF,$23.14,-0.94%,5.90%,-1.15%,-3.22%,Financials,$23.15 M
1515,WTL,WT Financial Group Ltd,$0.07,0.00%,1.41%,-20.00%,2.86%,Financials,$23.12 M
1516,ICS,Icsglobal Ltd,$2.19,0.00%,0.00%,0.00%,0.00%,Health Care,$23.05 M
1517,PPY,Papyrus Australia Ltd,$0.05,0.00%,0.00%,-16.95%,96.00%,Materials,$23.01 M
1518,IMR,Imricor Medical Systems Inc,$0.16,6.67%,39.13%,-43.86%,-91.80%,Health Care,$22.97 M
1519,JAY,Jayride Group Ltd,$0.13,0.00%,-13.33%,-18.75%,-50.00%,Industrials,$22.93 M
1520,GSN,Great Southern Mining Ltd,$0.04,2.38%,-2.27%,2.38%,-4.44%,Materials,$22.89 M
1521,FLX,FELIX Group Holdings Ltd,$0.18,-2.78%,-16.67%,-31.37%,-35.19%,Information Technology,$22.89 M
1522,EFE,Eastern Resources Ltd,$0.02,-4.17%,0.00%,-34.29%,53.33%,Materials,$22.87 M
1523,EVZ,EVZ Ltd,$0.19,0.00%,5.56%,5.56%,31.03%,Industrials,$22.83 M
1524,VN8,VONEX Ltd,$0.07,-1.45%,0.00%,-13.92%,-47.69%,Communication Services,$22.68 M
1525,MCE,Matrix Composites & Engineering Ltd,$0.16,-3.13%,0.00%,3.33%,19.23%,Energy,$22.64 M
1526,PEC,Perpetual Resources Ltd,$0.05,0.00%,12.20%,-4.17%,-61.67%,Materials,$22.64 M
1527,SKY,SKY Metals Ltd,$0.06,-1.64%,0.00%,-25.00%,-45.46%,Materials,$22.61 M
1528,ZNO,ZOONO Group Ltd,$0.14,-3.57%,-6.90%,-28.95%,-78.05%,Materials,$22.47 M
1529,MKR,Manuka Resources Ltd,$0.19,0.00%,-5.00%,-11.63%,-42.42%,Materials,$22.45 M
1530,MEL,Metgasco Ltd,$0.02,4.35%,0.00%,-4.00%,-7.94%,Energy,$22.32 M
1531,GFL,Global Masters Fund Ltd,$2.08,0.00%,0.00%,-6.31%,-12.97%,Financials,$22.3 M
1532,OKR,Okapi Resources Ltd,$0.19,0.00%,-2.56%,-24.00%,0.00%,Materials,$22.26 M
1533,MKG,Mako Gold Ltd,$0.06,-3.33%,-21.62%,-30.12%,-30.95%,Materials,$22.17 M
1534,RCL,Readcloud Ltd,$0.19,2.78%,15.63%,-21.28%,-48.61%,Information Technology,$22.16 M
1535,HFY,Hubify Ltd,$0.05,2.27%,25.00%,0.00%,-32.84%,Communication Services,$22.12 M
1536,COO,Corum Group Ltd,$0.04,-2.63%,8.82%,-9.76%,-55.42%,Information Technology,$22.08 M
1537,MOZ,Mosaic Brands Ltd,$0.21,-8.89%,-6.82%,-57.29%,-66.12%,Consumer Discretionary,$22.05 M
1538,CLB,Candy Club Holdings Ltd,$0.06,0.00%,-6.25%,-23.08%,-58.62%,Consumer Staples,$22.05 M
1539,RTH,Ras Technology Holdings Ltd,$0.49,4.30%,18.29%,21.25%,-67.67%,Industrials,$22.05 M
1540,EX1,Exopharm Ltd,$0.14,-9.68%,-3.45%,-22.22%,-72.28%,Health Care,$22.01 M
1541,VAL,Valor Resources Ltd,$0.01,0.00%,-14.29%,-29.41%,-40.00%,Materials,$21.95 M
1542,RGL,Riversgold Ltd,$0.03,-9.38%,7.41%,-29.27%,-8.56%,Materials,$21.93 M
1543,TCF,360 Capital Enhanced Income Fund,$5.30,0.57%,1.92%,-7.34%,-6.85%,Financials,$21.9 M
1544,FRX,Flexiroam Ltd,$0.03,6.25%,25.93%,-19.05%,25.93%,Communication Services,$21.81 M
1545,AML,Aeon Metals Ltd,$0.02,4.76%,4.76%,-38.89%,-69.44%,Materials,$21.8 M
1546,MCM,MC Mining Ltd,$0.11,10.00%,11.11%,-21.43%,10.00%,Energy,$21.74 M
1547,HSC,HSC Technology Group Ltd,$0.01,0.00%,0.00%,-9.09%,-47.37%,Information Technology,$21.73 M
1548,PNM,Pacific Nickel Mines Ltd,$0.08,5.26%,1.27%,11.89%,60.00%,Materials,$21.7 M
1549,SGQ,ST George Mining Ltd,$0.03,6.90%,-6.06%,-20.51%,-56.34%,Materials,$21.7 M
1550,TIA,Tian An Australia Ltd,$0.25,0.00%,0.00%,0.00%,-19.36%,Real Estate,$21.65 M
1551,EMB,Embelton Ltd,$10.00,0.00%,0.00%,0.00%,-17.36%,Industrials,$21.58 M
1552,ENA,Ensurance Ltd,$0.24,2.13%,4.35%,-4.00%,14.29%,Financials,$21.55 M
1553,DCC,Digitalx Ltd,$0.03,3.57%,-3.33%,-39.58%,-40.82%,Information Technology,$21.53 M
1554,Z2U,ZOOM2U Technologies Ltd,$0.18,5.88%,9.09%,-28.00%,-10.00%,Information Technology,$21.52 M
1555,NIM,Nimy Resources Ltd,$0.43,-1.15%,21.13%,-14.00%,115.00%,Materials,$21.46 M
1556,TYX,Tyranna Resources Ltd,$0.01,0.00%,-12.50%,55.56%,133.33%,Materials,$21.45 M
1557,ADX,ADX Energy Ltd,$0.01,0.00%,0.00%,-12.50%,0.00%,Energy,$21.42 M
1558,TON,Triton Minerals Ltd,$0.02,0.00%,-22.73%,-37.04%,-51.43%,Materials,$21.4 M
1559,WLS,WCM Global Long Short Ltd,$0.56,1.82%,4.67%,-5.09%,-8.94%,Financials,$21.32 M
1560,OLI,Oliver's Real Food Ltd,$0.06,0.00%,0.00%,0.00%,0.00%,Consumer Discretionary,$21.28 M
1561,MM8,Medallion Metals Ltd,$0.20,3.90%,-20.00%,-23.08%,-18.37%,Materials,$21.21 M
1562,HMD,Heramed Ltd,$0.10,-4.76%,0.00%,-28.57%,-64.91%,Health Care,$21.19 M
1563,BUD,Buddy Technologies Ltd,$0.01,0.00%,0.00%,0.00%,-86.05%,Consumer Discretionary,$21.08 M
1564,CGN,Crater Gold Mining Ltd,$0.02,0.00%,0.00%,0.00%,6.25%,Materials,$21.06 M
1565,AOU,Auroch Minerals Ltd,$0.06,-6.56%,-14.93%,-38.04%,-65.46%,Materials,$21.06 M
1566,S66,Star Combo Pharma Ltd,$0.16,0.00%,3.33%,3.33%,-38.00%,Consumer Staples,$20.85 M
1567,HLF,Halo Food Co. Ltd,$0.05,0.00%,0.00%,-7.97%,-56.67%,Consumer Staples,$20.84 M
1568,OEC,Orbital Corporation Ltd,$0.23,0.00%,-10.00%,-22.41%,-73.41%,Industrials,$20.47 M
1569,ESR,Estrella Resources Ltd,$0.02,-5.56%,-10.53%,-37.04%,-65.31%,Materials,$20.41 M
1570,CAG,Cape Range Ltd,$0.22,-8.51%,-8.51%,-10.42%,16.22%,Information Technology,$20.41 M
1571,ATX,Amplia Therapeutics Ltd,$0.11,7.14%,10.53%,-8.70%,-53.86%,Health Care,$20.37 M
1572,IHR,Intellihr Ltd,$0.06,13.21%,11.11%,-33.33%,-73.91%,Information Technology,$20.35 M
1573,WNX,Wellnex Life Ltd,$0.07,-1.47%,-5.63%,-32.32%,-87.36%,Consumer Staples,$20.32 M
1574,ECP,ECP Emerging Growth Ltd,$1.10,9.45%,14.58%,-4.76%,-23.61%,Financials,$20.17 M
1575,LCL,Los Cerros Ltd,$0.03,-18.42%,-20.51%,-48.33%,-81.77%,Materials,$20.17 M
1576,WWG,Wiseway Group Ltd,$0.12,0.00%,-11.11%,-33.33%,-59.55%,Industrials,$20.08 M
1577,GLE,GLG Corp Ltd,$0.27,0.00%,-10.00%,-10.00%,-25.00%,Consumer Discretionary,$20.01 M
1578,PNX,PNX Metals Ltd,$0.01,12.50%,12.50%,-10.00%,-41.81%,Materials,$20 M
1579,WEMG,SPDR S&P Emerging Markets Carbon Control Fund,$21.72,-0.73%,2.84%,3.58%,-16.46%,Financials,$19.98 M
1580,MQR,Marquee Resources Ltd,$0.06,-1.54%,3.23%,-39.05%,18.52%,Materials,$19.96 M
1581,OPN,Openn Negotiation Ltd,$0.17,-5.56%,6.25%,-17.07%,-15.00%,Industrials,$19.94 M
1582,PWN,Parkway Corporate Ltd,$0.01,-10.00%,-10.00%,-18.18%,-21.74%,Materials,$19.92 M
1583,AGH,Althea Group Holdings Ltd,$0.06,-5.97%,-7.35%,-48.57%,-80.31%,Health Care,$19.91 M
1584,IPT,Impact Minerals Ltd,$0.01,14.29%,0.00%,-27.27%,-36.51%,Materials,$19.85 M
1585,TYM,TYMLEZ Group Ltd,$0.02,0.00%,11.11%,-33.33%,66.67%,Information Technology,$19.79 M
1586,CETF,Vaneck Ftse China A50 ETF,$63.50,-0.58%,3.37%,16.45%,-11.50%,Financials,$19.78 M
1587,GMR,Golden Rim Resources Ltd,$0.06,31.25%,16.67%,-1.56%,-47.50%,Materials,$19.78 M
1588,MVL,Marvel Gold Ltd,$0.03,0.00%,-15.15%,-28.21%,-41.89%,Materials,$19.72 M
1589,JCS,Jcurve Solutions Ltd,$0.06,0.00%,-6.25%,-6.25%,3.45%,Information Technology,$19.7 M
1590,HGL,Hudson Investment Group Ltd,$0.33,0.00%,0.00%,0.00%,50.00%,Real Estate,$19.59 M
1591,WRK,WRKR Ltd,$0.02,-5.88%,0.00%,-15.79%,-42.86%,Information Technology,$19.58 M
1592,TKM,Trek Metals Ltd,$0.06,12.50%,5.00%,-25.88%,1.61%,Materials,$19.57 M
1593,ZEU,ZEUS Resources Ltd,$0.09,0.00%,0.00%,0.00%,-1.11%,Energy,$19.5 M
1594,DEL,Delorean Corporation Ltd,$0.09,3.45%,-8.16%,-40.00%,-56.10%,Utilities,$19.41 M
1595,GTR,Gti Energy Ltd,$0.01,0.00%,0.00%,-18.75%,-39.05%,Materials,$19.4 M
1596,FFT,Future First Technologies Ltd,$0.03,0.00%,-3.23%,-11.77%,-51.10%,Industrials,$19.22 M
1597,CUF,Cufe Ltd,$0.02,5.26%,-9.09%,-33.33%,-60.00%,Materials,$19.17 M
1598,EQE,EQUUS Mining Ltd,$0.11,0.00%,-18.52%,-33.33%,-45.00%,Materials,$19.15 M
1599,MRZ,Mont Royal Resources Ltd,$0.29,-5.00%,-5.00%,-10.94%,14.00%,Materials,$19.11 M
1600,MGU,Magnum Mining and Exploration Ltd,$0.04,-2.70%,-12.20%,-30.77%,-77.50%,Materials,$19.09 M
1601,CAV,Carnavale Resources Ltd,$0.01,0.00%,-22.22%,-22.22%,0.00%,Materials,$19.03 M
1602,AQD,Ausquest Ltd,$0.02,0.00%,-8.00%,15.00%,9.52%,Materials,$18.98 M
1603,BEM,Blackearth Minerals NL,$0.07,-1.41%,2.94%,-29.29%,-29.29%,Materials,$18.92 M
1604,FPP,Fat Prophets Global Property Fund,$0.83,-7.78%,-4.05%,-12.63%,-12.63%,Real Estate,$18.91 M
1605,KAU,Kaiser Reef Ltd,$0.15,-3.33%,-3.33%,-30.95%,-38.83%,Materials,$18.83 M
1606,AMT,Allegra Orthopaedics Ltd,$0.18,0.00%,0.00%,0.00%,-10.00%,Health Care,$18.8 M
1607,VPR,Volt Power Group Ltd,$0.00,0.00%,0.00%,0.00%,-33.33%,Utilities,$18.69 M
1608,ADV,Ardiden Ltd,$0.01,0.00%,-12.50%,-39.13%,-12.50%,Materials,$18.68 M
1609,ODY,Odyssey Gold Ltd,$0.04,-7.90%,-10.26%,-22.22%,-70.83%,Materials,$18.64 M
1610,YRL,Yandal Resources Ltd,$0.16,18.52%,-11.11%,-23.81%,-69.02%,Materials,$18.57 M
1611,LPM,Lithium Plus Minerals Ltd,$0.42,2.47%,9.21%,-23.15%,66.00%,Materials,$18.52 M
1612,INL,Innlanz Ltd,$0.06,0.00%,-1.67%,-1.67%,9.26%,Consumer Discretionary,$18.48 M
1613,AHI,Advanced Human Imaging Ltd,$0.11,4.76%,-2.22%,-31.25%,-90.98%,Information Technology,$18.34 M
1614,PIL,Peppermint Innovation Ltd,$0.01,0.00%,12.50%,-25.00%,-43.75%,Information Technology,$18.34 M
1615,CY5,CYGNUS Gold Ltd,$0.16,0.00%,0.00%,-6.06%,40.91%,Materials,$18.29 M
1616,DRM,Demetallica Ltd,$0.21,0.00%,-3.45%,-20.76%,-16.00%,Materials,$18.24 M
1617,IMC,Immuron Ltd,$0.08,5.26%,-13.04%,-20.00%,-50.00%,Health Care,$18.22 M
1618,SKF,SKYFII Ltd,$0.04,-2.22%,-12.00%,-32.31%,-61.74%,Information Technology,$18.22 M
1619,EDU,EDU Holdings Ltd,$0.14,8.00%,3.85%,-3.57%,-15.63%,Consumer Discretionary,$18.13 M
1620,MRL,Mayur Resources Ltd,$0.08,0.00%,-6.25%,-37.50%,-64.29%,Materials,$18.12 M
1621,GML,Gateway Mining Ltd,$0.01,14.29%,-20.00%,-27.27%,-60.00%,Materials,$18.08 M
1622,FOD,The Food Revolution Group Ltd,$0.02,-5.00%,5.56%,-24.00%,-26.92%,Consumer Staples,$17.99 M
1623,PTR,Petratherm Ltd,$0.08,19.40%,-15.79%,-20.00%,50.94%,Materials,$17.98 M
1624,BCC,Beam Communications Holdings Ltd,$0.21,2.50%,-12.77%,-25.46%,-14.58%,Information Technology,$17.72 M
1625,ECS,ECS Botanics Holdings Ltd,$0.02,0.00%,-5.88%,-27.27%,-57.90%,Health Care,$17.71 M
1626,RDM,Red Metal Ltd,$0.07,-7.69%,-1.37%,-24.21%,-48.57%,Materials,$17.68 M
1627,CNQ,Clean TEQ Water Ltd,$0.40,-4.82%,-5.95%,-30.09%,-34.17%,Industrials,$17.64 M
1628,RWD,Reward Minerals Ltd,$0.09,0.00%,0.00%,-18.18%,-10.00%,Materials,$17.58 M
1629,COY,Coppermoly Ltd,$0.01,0.00%,0.00%,-11.11%,-20.00%,Materials,$17.55 M
1630,SNX,Sierra Nevada Gold Inc,$0.43,-1.15%,4.88%,-9.47%,-14.00%,Materials,$17.55 M
1631,TOU,Tlou Energy Ltd,$0.03,0.00%,-3.33%,-14.71%,-29.27%,Energy,$17.41 M
1632,TPO,Tian Poh Resources Ltd,$0.05,0.00%,0.00%,0.00%,0.00%,Materials,$17.39 M
1633,WRM,White Rock Minerals Ltd,$0.10,0.00%,-4.76%,-23.08%,-80.95%,Materials,$17.37 M
1634,WHK,Whitehawk Ltd,$0.08,20.64%,33.33%,-22.45%,-49.33%,Consumer Discretionary,$17.31 M
1635,RAD,Radiopharm Theranostics Ltd,$0.15,0.00%,3.57%,-23.68%,-75.83%,Health Care,$17.22 M
1636,TPC,TPC Consolidated Ltd,$1.51,0.00%,-9.58%,-16.58%,-56.86%,Utilities,$17.18 M
1637,VIG,Victor Group Holdings Ltd,$0.03,0.00%,0.00%,0.00%,0.00%,Information Technology,$17.17 M
1638,XPN,Xpon Technologies Group Ltd,$0.11,0.00%,0.00%,-31.25%,-45.00%,Information Technology,$17.15 M
1639,HPC,The Hydration Pharmaceuticals Company Ltd,$0.12,0.00%,-25.00%,-52.00%,-66.20%,Consumer Staples,$17.08 M
1640,AHN,Athena Resources Ltd,$0.02,-12.50%,-16.00%,200.00%,5.00%,Materials,$17.07 M
1641,FTL,Firetail Resources Ltd,$0.28,1.85%,0.00%,-19.12%,10.00%,Materials,$16.99 M
1642,AII,Almonty Industries Inc,$0.95,0.00%,-6.86%,15.85%,-5.00%,Materials,$16.92 M
1643,BIQ,Buildingiq Inc,$0.02,0.00%,0.00%,0.00%,0.00%,Information Technology,$16.89 M
1644,TSN,The Sustainable Nutrition Group Ltd,$0.14,0.00%,0.00%,0.00%,-62.16%,Consumer Staples,$16.88 M
1645,RGS,Regeneus Ltd,$0.06,0.00%,10.00%,27.91%,-26.67%,Health Care,$16.85 M
1646,MAN,Mandrake Resources Ltd,$0.03,-2.86%,-8.11%,-30.61%,-76.55%,Materials,$16.82 M
1647,AC8,Auscann Group Holdings Ltd,$0.04,5.56%,-5.00%,-34.48%,-62.00%,Health Care,$16.74 M
1648,HIL,Hills Ltd,$0.07,4.35%,-8.86%,-19.10%,-46.67%,Information Technology,$16.7 M
1649,TMS,Tennant Minerals Ltd,$0.03,8.00%,-10.00%,-27.03%,17.39%,Materials,$16.65 M
1650,WSI,Weststar Industrial Ltd,$0.15,-11.77%,-3.23%,-9.09%,25.00%,Materials,$16.61 M
1651,LRL,Labyrinth Resources Ltd,$0.02,-5.00%,-9.52%,-29.63%,-59.57%,Materials,$16.59 M
1652,TRT,Todd River Resources Ltd,$0.03,3.57%,3.57%,-27.50%,-53.97%,Materials,$16.59 M
1653,SBW,Shekel Brainweigh Ltd,$0.10,0.00%,-4.76%,-23.08%,0.00%,Information Technology,$16.56 M
1654,GTI,Gratifii Ltd,$0.02,11.77%,0.00%,-9.52%,-32.14%,Information Technology,$16.49 M
1655,ACU,Acumentis Group Ltd,$0.09,0.00%,-6.00%,-18.26%,-18.26%,Real Estate,$16.48 M
1656,ARO,Astro Resources NL,$0.00,-12.50%,-30.00%,16.67%,-12.50%,Materials,$16.47 M
1657,MDC,Medlab Clinical Ltd,$0.05,9.09%,-12.73%,-36.84%,-68.00%,Health Care,$16.42 M
1658,AYI,A1 Investments & Resources Ltd,$0.00,0.00%,0.00%,0.00%,0.00%,Financials,$16.42 M
1659,ORM,Orion Metals Ltd,$0.03,0.00%,0.00%,0.00%,150.00%,Materials,$16.35 M
1660,1AD,Adalta Ltd,$0.05,4.00%,1.96%,0.00%,-59.61%,Health Care,$16.34 M
1661,AU1,The Agency Group Australia Ltd,$0.04,-2.56%,-5.00%,-17.39%,-24.00%,Real Estate,$16.29 M
1662,JNO,Juno Minerals Ltd,$0.12,0.00%,-11.11%,4.35%,-33.33%,Materials,$16.28 M
1663,IME,Imexhs Ltd,$0.50,-1.00%,10.00%,-28.78%,-69.63%,Health Care,$16.27 M
1664,HLX,HELIX Resources Ltd,$0.01,0.00%,-12.50%,-30.00%,-74.07%,Materials,$16.26 M
1665,ATP,Atlas Pearls Ltd,$0.04,2.70%,18.75%,-7.32%,153.33%,Consumer Discretionary,$16.26 M
1666,KP2,Kore Potash Plc,$0.02,21.62%,25.00%,-2.17%,50.00%,Materials,$16.24 M
1667,CGO,CPT Global Ltd,$0.39,0.00%,1.30%,-17.90%,-27.78%,Information Technology,$16.23 M
1668,GED,Golden Deeps Ltd,$0.01,0.00%,0.00%,-30.00%,7.69%,Materials,$16.17 M
1669,LLO,Lion One Metals Ltd,$1.51,-0.66%,-6.21%,22.27%,31.30%,Materials,$16.14 M
1670,WC8,Wildcat Resources Ltd,$0.03,-3.85%,-16.67%,-24.24%,-3.85%,Materials,$16.13 M
1671,ALA,Arovella Therapeutics Ltd,$0.02,9.09%,0.00%,-29.41%,-56.36%,Health Care,$16.08 M
1672,MLM,Metallica Minerals Ltd,$0.02,-7.69%,0.00%,-25.00%,-27.27%,Materials,$15.98 M
1673,ACR,ACRUX Ltd,$0.06,1.82%,-13.85%,-15.15%,-56.92%,Health Care,$15.98 M
1674,14D,1414 Degrees Ltd,$0.08,-1.25%,5.33%,2.60%,-14.13%,Industrials,$15.94 M
1675,BGD,Barton Gold Holdings Ltd,$0.19,-7.50%,-5.13%,-22.92%,-13.95%,Materials,$15.9 M
1676,SMX,Security Matters Ltd,$0.10,-4.04%,-9.52%,-45.71%,-70.31%,Information Technology,$15.76 M
1677,LHM,Land & Homes Group Ltd,$0.02,0.00%,0.00%,7.14%,36.36%,Real Estate,$15.74 M
1678,QFE,Quickfee Ltd,$0.06,-1.67%,-21.33%,-35.17%,-77.31%,Financials,$15.67 M
1679,CCZ,Castillo Copper Ltd,$0.01,9.09%,-7.69%,-29.41%,-66.67%,Materials,$15.59 M
1680,N1H,N1 Holdings Ltd,$0.18,0.00%,-10.00%,-10.00%,200.00%,Financials,$15.58 M
1681,SLS,Solstice Minerals Ltd,$0.16,0.00%,-11.43%,-24.39%,-22.50%,Materials,$15.54 M
1682,ALO,Alloggio Group Ltd,$0.14,0.00%,8.00%,3.85%,-32.50%,Consumer Discretionary,$15.54 M
1683,KBC,Keybridge Capital Ltd,$0.08,0.00%,0.00%,-16.67%,8.70%,Financials,$15.51 M
1684,KTA,Krakatoa Resources Ltd,$0.05,-2.17%,-15.09%,-40.00%,-8.16%,Materials,$15.51 M
1685,LCE,London City Equities Ltd,$0.51,0.00%,0.00%,1.00%,12.22%,Financials,$15.48 M
1686,ADR,Adherium Ltd,$0.01,0.00%,0.00%,-30.00%,-58.82%,Health Care,$15.46 M
1687,MDI,Middle Island Resources Ltd,$0.13,-3.85%,0.00%,0.00%,19.05%,Materials,$15.3 M
1688,MEI,Meteoric Resources NL,$0.01,-9.09%,-23.08%,-28.57%,-80.39%,Materials,$15.26 M
